Person_ID,Occupation,Area_Selected,Monthly_Rent,Distance_To_Work,Public_Transport,Safety_Rating,Nearby_Hospitals,Nearby_Schools,Shopping_Access,Noise_Level,Internet_Availability,Main_Reason,Household_Type,Age,Annual_Income,Monthly_Income,Rent_Income_Ratio
P0259,It Professional,Tech Park,24000.0,4.2,Good,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Family,44.0,420000.0,35000.0,0.6857142857142857
P0449,Finance,Lake View,22500.0,12.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Couple,42.0,1152000.0,96000.0,0.234375
P0386,Finance,Tech Park,24500.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Internet Availability,Couple,27.0,420000.0,35000.0,0.7
P0493,Business,Green Valley,20500.0,10.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,43.0,732000.0,61000.0,0.3360655737704918
P0547,Student,City Center,28000.0,6.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Couple,28.0,1476000.0,123000.0,0.22764227642276422
P0517,Healthcare,Lake View,21500.0,13.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,21.0,156000.0,13000.0,1.6538461538461537
P0097,Self-Employed,Green Valley,20000.0,6.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Family,22.0,504000.0,42000.0,0.47619047619047616
P0152,Finance,Tech Park,28500.0,1.4,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Schools,Family,47.0,900000.0,75000.0,0.38
P0356,Teacher,North Avenue,16500.0,6.4,Good,4.0,Yes,Yes,Good,Medium,Good,Schools,Couple,22.0,660000.0,55000.0,0.3
P0016,Self-Employed,South Garden,14000.0,15.0,Average,3.0,No,Yes,Average,Low,Average,Hospitals,Couple,23.0,888000.0,74000.0,0.1891891891891892
P0382,Self-Employed,North Avenue,19000.0,8.4,Good,4.0,Yes,Yes,Good,Medium,Good,Shopping Access,Couple,29.0,492000.0,41000.0,0.4634146341463415
P0466,Business,Green Valley,19500.0,4.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,46.0,492000.0,41000.0,0.47560975609756095
P0333,It Professional,Hill View,14500.0,17.9,Poor,4.0,No,Yes,Average,Low,Good,Safety,Couple,51.0,1788000.0,149000.0,0.09731543624161074
P0381,It Professional,Hill View,15000.0,16.6,Poor,4.0,No,Yes,Average,Low,Good,Safety,Family,27.0,540000.0,45000.0,0.3333333333333333
P0367,Business,Hill View,14000.0,17.2,Poor,4.0,No,Yes,Average,Low,Good,Short Commute,Single,27.0,156000.0,13000.0,1.0769230769230769
P0598,Student,City Center,28000.0,5.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Single,34.0,528000.0,44000.0,0.6363636363636364
P0092,It Professional,Green Valley,18000.0,7.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Quiet Environment,Couple,21.0,768000.0,64000.0,0.28125
P0291,Healthcare,Riverside,25500.0,12.9,Average,4.0,Yes,Yes,Good,Low,Good,Hospitals,Couple,61.0,384000.0,32000.0,0.796875
P0429,Business,Green Valley,18500.0,17.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Single,27.0,372000.0,31000.0,0.5967741935483871
P0008,Healthcare,City Center,29500.0,4.6,Good,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Couple,33.0,216000.0,18000.0,1.6388888888888888
P0520,It Professional,Green Valley,16500.0,5.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Quiet Environment,Family,28.0,240000.0,20000.0,0.825
P0469,Business,Lake View,22000.0,9.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,21.0,492000.0,41000.0,0.5365853658536586
P0182,It Professional,Green Valley,17000.0,9.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Single,45.0,948000.0,79000.0,0.21518987341772153
P0234,Government,Hill View,16500.0,14.3,Poor,4.0,No,Yes,Average,Low,Good,Public Transport,Family,46.0,1092000.0,91000.0,0.1813186813186813
P0465,Self-Employed,Lake View,20000.0,6.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,21.0,972000.0,81000.0,0.24691358024691357
P0454,Teacher,Riverside,17000.0,13.4,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Family,26.0,900000.0,75000.0,0.22666666666666666
P0539,Self-Employed,Hill View,14000.0,13.5,Poor,4.0,No,Yes,Average,Low,Good,Affordable Rent,Couple,18.0,396000.0,33000.0,0.42424242424242425
P0166,Teacher,Tech Park,26000.0,2.4,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,34.0,888000.0,74000.0,0.35135135135135137
P0146,It Professional,South Garden,14500.0,17.1,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Family,40.0,1944000.0,162000.0,0.08950617283950617
P0237,Student,South Garden,13000.0,10.8,Average,3.0,No,Yes,Average,Low,Average,Public Transport,Couple,30.0,948000.0,79000.0,0.16455696202531644
P0344,Teacher,North Avenue,18000.0,8.9,Good,4.0,Yes,Yes,Good,Medium,Good,Short Commute,Couple,34.0,2052000.0,171000.0,0.10526315789473684
P0322,It Professional,Hill View,13500.0,12.1,Poor,4.0,No,Yes,Average,Low,Good,Safety,Family,25.0,852000.0,71000.0,0.19014084507042253
P0191,Teacher,Tech Park,26000.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Quiet Environment,Couple,25.0,204000.0,17000.0,1.5294117647058822
P0301,Teacher,Lake View,20000.0,10.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,33.0,1752000.0,146000.0,0.136986301369863
P0530,Student,Hill View,14500.0,16.5,Poor,4.0,No,Yes,Average,Low,Good,Safety,Couple,21.0,264000.0,22000.0,0.6590909090909091
P0359,Healthcare,Green Valley,19000.0,15.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Single,39.0,504000.0,42000.0,0.4523809523809524
P0559,Student,Riverside,22500.0,11.2,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Single,32.0,252000.0,21000.0,1.0714285714285714
P0488,It Professional,Green Valley,21000.0,7.5,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Single,20.0,1176000.0,98000.0,0.21428571428571427
P0324,Student,City Center,27000.0,2.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Single,36.0,1104000.0,92000.0,0.29347826086956524
P0283,Student,North Avenue,17000.0,7.9,Good,4.0,Yes,Yes,Good,Medium,Good,Hospitals,Single,62.0,180000.0,15000.0,1.1333333333333333
P0518,Teacher,Lake View,17000.0,8.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Family,32.0,948000.0,79000.0,0.21518987341772153
P0544,Government,Tech Park,25000.0,5.9,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,22.0,528000.0,44000.0,0.5681818181818182
P0588,Government,Riverside,20500.0,9.8,Average,4.0,Yes,Yes,Good,Low,Good,Public Transport,Single,54.0,804000.0,67000.0,0.30597014925373134
P0209,Student,Riverside,20000.0,13.7,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Single,27.0,564000.0,47000.0,0.425531914893617
P0197,Student,Tech Park,27500.0,2.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Single,19.0,168000.0,14000.0,1.9642857142857142
P0078,Government,City Center,29000.0,4.7,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Single,44.0,1416000.0,118000.0,0.2457627118644068
P0486,Student,Tech Park,27000.0,3.9,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Single,43.0,168000.0,14000.0,1.9285714285714286
P0378,Teacher,Tech Park,23000.0,2.9,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Single,28.0,600000.0,50000.0,0.46
P0201,Government,Lake View,22000.0,16.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Couple,41.0,600000.0,50000.0,0.44
P0502,Healthcare,South Garden,15500.0,17.7,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Single,44.0,264000.0,22000.0,0.7045454545454546
P0007,Government,Hill View,12000.0,17.3,Poor,4.0,No,Yes,Average,Low,Good,Safety,Family,20.0,816000.0,68000.0,0.17647058823529413
P0196,Finance,Green Valley,17000.0,6.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Single,52.0,1284000.0,107000.0,0.1588785046728972
P0266,Business,Green Valley,16500.0,7.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,34.0,600000.0,50000.0,0.33
P0491,Government,Lake View,24500.0,12.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Quiet Environment,Couple,46.0,768000.0,64000.0,0.3828125
P0248,Business,Hill View,16500.0,14.0,Poor,4.0,No,Yes,Average,Low,Good,Public Transport,Single,22.0,996000.0,83000.0,0.19879518072289157
P0256,Government,North Avenue,15000.0,8.3,Good,6.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Single,21.0,1200000.0,100000.0,0.15
P0484,Finance,City Center,24000.0,0.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Couple,34.0,708000.0,59000.0,0.4067796610169492
P0144,Business,South Garden,13500.0,11.2,Average,3.0,No,Yes,Average,Low,Average,Quiet Environment,Single,45.0,960000.0,80000.0,0.16875
P0139,Teacher,Lake View,26000.0,9.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Single,19.0,948000.0,79000.0,0.3291139240506329
P0226,Business,Tech Park,24500.0,5.9,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Hospitals,Family,65.0,192000.0,16000.0,1.53125
P0012,It Professional,Green Valley,19500.0,12.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Single,37.0,1104000.0,92000.0,0.21195652173913043
P0323,Business,City Center,23000.0,7.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Family,45.0,564000.0,47000.0,0.48936170212765956
P0562,It Professional,Green Valley,16500.0,6.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Couple,23.0,1740000.0,145000.0,0.11379310344827587
P0215,It Professional,City Center,33500.0,4.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Family,33.0,1392000.0,116000.0,0.28879310344827586
P0593,Business,Lake View,22500.0,8.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,35.0,228000.0,19000.0,1.1842105263157894
P0231,Student,Tech Park,24000.0,2.4,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Couple,24.0,360000.0,30000.0,0.8
P0513,It Professional,North Avenue,17500.0,12.2,Good,4.0,Yes,Yes,Good,Medium,Good,Internet Availability,Single,24.0,864000.0,72000.0,0.24305555555555555
P0158,Business,South Garden,14000.0,15.3,Average,3.0,No,Yes,Average,Low,Average,Public Transport,Family,28.0,912000.0,76000.0,0.18421052631578946
P0330,Student,North Avenue,17000.0,9.3,Good,4.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Family,32.0,888000.0,74000.0,0.22972972972972974
P0100,Business,City Center,26500.0,6.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Couple,23.0,768000.0,64000.0,0.4140625
P0134,Business,North Avenue,14000.0,11.9,Good,4.0,Yes,Yes,Good,Medium,Good,Short Commute,Couple,25.0,360000.0,30000.0,0.4666666666666667
P0159,It Professional,Riverside,19500.0,12.3,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Couple,19.0,852000.0,71000.0,0.2746478873239437
P0043,Student,Green Valley,20500.0,11.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Single,43.0,948000.0,79000.0,0.25949367088607594
P0473,Business,City Center,30000.0,5.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Couple,38.0,216000.0,18000.0,1.6666666666666667
P0041,Teacher,Riverside,20000.0,13.8,Average,4.0,Yes,Yes,Good,Low,Good,Hospitals,Single,53.0,264000.0,22000.0,0.9090909090909091
P0019,Finance,Tech Park,26000.0,2.8,Excellent,4.0,Yes,No,Excellent,Low,Excellent,Short Commute,Single,37.0,1128000.0,94000.0,0.2765957446808511
P0519,Student,Green Valley,22000.0,9.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,27.0,228000.0,19000.0,1.1578947368421053
P0199,It Professional,Green Valley,18500.0,10.2,Good,4.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Family,23.0,804000.0,67000.0,0.27611940298507465
P0504,Healthcare,North Avenue,12000.0,5.9,Good,4.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Couple,24.0,300000.0,25000.0,0.48
P0584,Teacher,Green Valley,16500.0,2.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Family,47.0,708000.0,59000.0,0.2796610169491525
P0013,Student,South Garden,14000.0,9.8,Average,3.0,No,Yes,Average,Low,Excellent,Internet Availability,Couple,41.0,1536000.0,128000.0,0.109375
P0128,Self-Employed,North Avenue,16000.0,13.6,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,49.0,1980000.0,165000.0,0.09696969696969697
P0190,Student,North Avenue,19500.0,7.3,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Family,34.0,1752000.0,146000.0,0.13356164383561644
P0235,Teacher,Hill View,16000.0,14.5,Poor,4.0,No,Yes,Average,Low,Good,Schools,Family,31.0,804000.0,67000.0,0.23880597014925373
P0310,It Professional,Tech Park,25000.0,2.3,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,22.0,924000.0,77000.0,0.3246753246753247
P0192,It Professional,North Avenue,18000.0,11.6,Good,4.0,Yes,Yes,Good,Medium,Good,Schools,Couple,51.0,768000.0,64000.0,0.28125
P0133,Business,City Center,29000.0,4.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Family,26.0,552000.0,46000.0,0.6304347826086957
P0387,Student,Lake View,26000.0,9.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Couple,21.0,276000.0,23000.0,1.1304347826086956
P0338,It Professional,Green Valley,18000.0,10.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Couple,39.0,756000.0,63000.0,0.2857142857142857
P0321,Self-Employed,Green Valley,19500.0,10.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Couple,37.0,168000.0,14000.0,1.3928571428571428
P0036,Finance,City Center,27500.0,4.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,40.0,720000.0,60000.0,0.4583333333333333
P0582,Self-Employed,Riverside,19000.0,13.2,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Single,27.0,348000.0,29000.0,0.6551724137931034
P0442,Self-Employed,North Avenue,18500.0,6.5,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Couple,39.0,564000.0,47000.0,0.39361702127659576
P0594,Business,Riverside,18500.0,12.7,Average,4.0,Yes,Yes,Good,Low,Good,Internet Availability,Couple,21.0,792000.0,66000.0,0.2803030303030303
P0452,Student,Lake View,23000.0,12.3,Good,5.0,Yes,Yes,Good,Low,Good,Safety,Family,62.0,912000.0,76000.0,0.3026315789473684
P0384,Teacher,Riverside,19000.0,7.2,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Couple,24.0,780000.0,65000.0,0.2923076923076923
P0157,Teacher,Hill View,12000.0,15.1,Poor,6.0,No,Yes,Average,Low,Good,Schools,Family,59.0,144000.0,12000.0,1.0
P0406,Student,Green Valley,13500.0,7.9,Average,3.0,No,Yes,Average,Low,Average,Hospitals,Family,32.0,336000.0,28000.0,0.48214285714285715
P0132,It Professional,Tech Park,25500.0,2.7,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Couple,47.0,432000.0,36000.0,0.7083333333333334
P0478,It Professional,Green Valley,21000.0,7.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Family,30.0,516000.0,43000.0,0.4883720930232558
P0257,Business,Green Valley,15500.0,4.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Family,33.0,1164000.0,97000.0,0.15979381443298968
P0088,Teacher,Riverside,23500.0,17.2,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Family,42.0,1584000.0,132000.0,0.17803030303030304
P0137,It Professional,Lake View,17500.0,6.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Couple,32.0,1020000.0,85000.0,0.20588235294117646
P0533,It Professional,Lake View,22000.0,12.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,18.0,1236000.0,103000.0,0.21359223300970873
P0585,Business,Riverside,16000.0,11.2,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Single,63.0,360000.0,30000.0,0.5333333333333333
P0214,It Professional,Lake View,24000.0,11.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Couple,33.0,492000.0,41000.0,0.5853658536585366
P0011,Student,North Avenue,17500.0,10.9,Good,4.0,Yes,Yes,Good,Medium,Good,Quiet Environment,Family,39.0,180000.0,15000.0,1.1666666666666667
P0274,Healthcare,Tech Park,24500.0,1.1,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Shopping Access,Single,26.0,324000.0,27000.0,0.9074074074074074
P0277,It Professional,Tech Park,25000.0,5.1,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,28.0,1056000.0,88000.0,0.2840909090909091
P0574,It Professional,Tech Park,30500.0,6.8,Excellent,4.0,Yes,No,Excellent,Low,Excellent,Schools,Family,28.0,1152000.0,96000.0,0.3177083333333333
P0532,Student,Lake View,22000.0,10.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,25.0,1056000.0,88000.0,0.25
P0173,It Professional,Tech Park,26500.0,4.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Short Commute,Couple,36.0,372000.0,31000.0,0.8548387096774194
P0525,Healthcare,City Center,28000.0,1.4,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,32.0,960000.0,80000.0,0.35
P0108,Student,Green Valley,18000.0,5.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Couple,50.0,684000.0,57000.0,0.3157894736842105
P0572,Business,Hill View,13500.0,13.5,Poor,4.0,No,Yes,Average,Low,Good,Public Transport,Single,41.0,384000.0,32000.0,0.421875
P0332,It Professional,Hill View,15500.0,13.3,Poor,4.0,No,Yes,Average,Low,Good,Short Commute,Single,33.0,852000.0,71000.0,0.21830985915492956
P0409,It Professional,Green Valley,19000.0,5.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Single,27.0,228000.0,19000.0,1.0
P0521,Teacher,North Avenue,17500.0,13.6,Good,4.0,Yes,Yes,Excellent,Medium,Good,Schools,Family,35.0,768000.0,64000.0,0.2734375
P0546,Student,South Garden,15500.0,17.6,Average,3.0,No,Yes,Average,Low,Average,Quiet Environment,Single,40.0,432000.0,36000.0,0.4305555555555556
P0331,Teacher,North Avenue,16500.0,8.8,Good,4.0,Yes,Yes,Good,Medium,Good,Public Transport,Single,37.0,168000.0,14000.0,1.1785714285714286
P0095,It Professional,Tech Park,27000.0,6.3,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Single,30.0,804000.0,67000.0,0.40298507462686567
P0361,It Professional,City Center,24500.0,1.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Family,22.0,1056000.0,88000.0,0.2784090909090909
P0129,Business,Tech Park,28000.0,4.0,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,23.0,1848000.0,154000.0,0.18181818181818182
P0558,Student,Hill View,11000.0,17.2,Poor,4.0,No,Yes,Average,Low,Good,Affordable Rent,Family,34.0,768000.0,64000.0,0.171875
P0514,Teacher,City Center,27500.0,3.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Family,53.0,204000.0,17000.0,1.6176470588235294
P0498,Healthcare,Lake View,19500.0,12.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Single,38.0,864000.0,72000.0,0.2708333333333333
P0496,Self-Employed,City Center,30500.0,4.7,Excellent,3.0,Yes,Yes,Excellent,Low,Excellent,Hospitals,Single,26.0,1512000.0,126000.0,0.24206349206349206
P0497,Government,City Center,19500.0,1.7,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Single,22.0,408000.0,34000.0,0.5735294117647058
P0025,Business,Green Valley,18500.0,7.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Family,39.0,2160000.0,180000.0,0.10277777777777777
P0395,Business,Tech Park,28000.0,6.4,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Single,53.0,576000.0,48000.0,0.5833333333333334
P0123,Self-Employed,South Garden,12500.0,15.1,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Single,34.0,768000.0,64000.0,0.1953125
P0194,Government,Riverside,17000.0,11.2,Average,4.0,Yes,Yes,Good,Low,Good,Internet Availability,Couple,38.0,1104000.0,92000.0,0.18478260869565216
P0107,Healthcare,North Avenue,19500.0,4.1,Good,4.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Single,34.0,828000.0,69000.0,0.2826086956521739
P0499,Healthcare,Lake View,23000.0,8.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,20.0,1932000.0,161000.0,0.14285714285714285
P0091,Student,Tech Park,31500.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Shopping Access,Couple,34.0,156000.0,13000.0,2.423076923076923
P0589,Student,City Center,28000.0,5.6,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Single,44.0,672000.0,56000.0,0.5
P0276,It Professional,Riverside,15500.0,11.2,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Single,39.0,1176000.0,98000.0,0.15816326530612246
P0299,It Professional,Hill View,15500.0,15.3,Poor,4.0,No,Yes,Average,Low,Good,Schools,Couple,33.0,180000.0,15000.0,1.0333333333333334
P0456,Student,Green Valley,15500.0,12.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Couple,57.0,936000.0,78000.0,0.1987179487179487
P0064,Healthcare,Tech Park,26500.0,7.1,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Short Commute,Couple,46.0,1320000.0,110000.0,0.2409090909090909
P0082,Student,North Avenue,14500.0,3.8,Good,4.0,Yes,Yes,Good,Medium,Good,Short Commute,Single,67.0,432000.0,36000.0,0.4027777777777778
P0347,Teacher,Hill View,14500.0,16.2,Poor,4.0,No,Yes,Average,Low,Good,Affordable Rent,Family,39.0,1164000.0,97000.0,0.14948453608247422
P0061,Business,Hill View,17000.0,18.5,Poor,4.0,No,Yes,Average,Low,Good,Affordable Rent,Single,26.0,552000.0,46000.0,0.3695652173913043
P0106,Government,South Garden,15000.0,17.2,Average,3.0,No,Yes,Average,Low,Average,Internet Availability,Single,34.0,1128000.0,94000.0,0.1595744680851064
P0171,Finance,Lake View,21000.0,15.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Family,41.0,1440000.0,120000.0,0.175
P0278,It Professional,Lake View,25500.0,16.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Couple,37.0,156000.0,13000.0,1.9615384615384615
P0065,It Professional,City Center,27500.0,3.7,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Short Commute,Single,26.0,660000.0,55000.0,0.5
P0576,It Professional,Riverside,21000.0,14.6,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Single,25.0,672000.0,56000.0,0.375
P0508,Student,Green Valley,17000.0,0.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Family,30.0,1140000.0,95000.0,0.17894736842105263
P0075,Self-Employed,Riverside,20000.0,13.5,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Couple,37.0,216000.0,18000.0,1.1111111111111112
P0307,It Professional,Riverside,23000.0,11.5,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Family,34.0,972000.0,81000.0,0.2839506172839506
P0286,It Professional,Green Valley,19500.0,7.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,63.0,1056000.0,88000.0,0.2215909090909091
P0126,Government,Green Valley,17500.0,12.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Family,30.0,600000.0,50000.0,0.35
P0339,Student,North Avenue,16000.0,8.3,Good,4.0,Yes,Yes,Good,Medium,Good,Public Transport,Single,39.0,240000.0,20000.0,0.8
P0300,Healthcare,South Garden,13500.0,14.4,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Couple,34.0,168000.0,14000.0,0.9642857142857143
P0434,It Professional,Hill View,14000.0,17.7,Poor,4.0,No,Yes,Average,Low,Good,Short Commute,Single,24.0,840000.0,70000.0,0.2
P0303,Teacher,City Center,33000.0,2.4,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Family,26.0,540000.0,45000.0,0.7333333333333333
P0534,Business,City Center,37500.0,6.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Family,39.0,600000.0,50000.0,0.75
P0537,Teacher,Riverside,21500.0,10.9,Average,4.0,No,Yes,Good,Low,Good,Short Commute,Single,20.0,396000.0,33000.0,0.6515151515151515
P0543,Teacher,Hill View,20000.0,14.0,Poor,4.0,No,Yes,Average,Low,Good,Short Commute,Family,37.0,408000.0,34000.0,0.5882352941176471
P0316,Government,Green Valley,16000.0,12.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,29.0,1176000.0,98000.0,0.16326530612244897
P0249,It Professional,North Avenue,15000.0,7.4,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,49.0,432000.0,36000.0,0.4166666666666667
P0597,Teacher,Green Valley,19000.0,7.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Family,18.0,744000.0,62000.0,0.3064516129032258
P0163,Government,Tech Park,30500.0,6.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Shopping Access,Single,25.0,144000.0,12000.0,2.5416666666666665
P0251,Business,Hill View,14000.0,18.8,Poor,4.0,No,Yes,Average,Low,Good,Quiet Environment,Family,31.0,1080000.0,90000.0,0.15555555555555556
P0089,Healthcare,Riverside,19500.0,12.4,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Couple,39.0,492000.0,41000.0,0.47560975609756095
P0053,Teacher,North Avenue,18000.0,10.6,Good,4.0,Yes,Yes,Good,Medium,Good,Public Transport,Couple,51.0,468000.0,39000.0,0.46153846153846156
P0529,It Professional,Tech Park,26500.0,4.8,Excellent,4.0,Yes,No,Excellent,Medium,Good,Shopping Access,Couple,25.0,1032000.0,86000.0,0.3081395348837209
P0319,Finance,Green Valley,19000.0,8.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Quiet Environment,Family,36.0,228000.0,19000.0,1.0
P0400,Teacher,Lake View,22000.0,10.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,48.0,1404000.0,117000.0,0.18803418803418803
P0510,Finance,Tech Park,24500.0,9.2,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Quiet Environment,Couple,25.0,636000.0,53000.0,0.46226415094339623
P0563,Government,Green Valley,15500.0,7.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Single,29.0,900000.0,75000.0,0.20666666666666667
